no,datetime,S,style,K,topic,L,lang,filename,quote,fact,source,ai,model,slot,rounds,research_attempts,duration_s,sha256,flags
11,2026-08-13 11:13,9,复古牛皮纸做旧,9,昆虫与植物,1,简体中文,2026-08/NO.0011_2026-08-13_S9-复古牛皮纸做旧_ZH.png,它推着世上最不起眼的球，却抬头望见了整条银河。,南非夜行蜣螂（学名 Scarabaeus satyrus）滚粪球时靠银河的光带当罗盘，无月黑夜也能滚出笔直的路线。2013 年的研究证实：它是已知第一种用银河——而非单颗星星——导航的动物。,https://www.eurekalert.org/news-releases/627110,deepseek,deepseek-v4-flash,496272,7,1,851,8359172e3428864ebff25734f18c538a78a1cb9f8724594a37ca64bf70953c9a,
12,2026-08-13 16:01,39,3D 玻璃水晶折射（厚玻璃质感，边缘色散虹光，背后内容折射错位，高光与内阴影）,17,体育与游戏,2,繁体中文（台湾用语）,2026-08/NO.0012_2026-08-13_S39-3D玻璃水晶折射_ZH-TW.png,「沒有比腳更長的路，沒有比人更高的山。」——汪國真《山高路遠》,"1928年美國的「Bunion Derby」是一場橫跨全美的超級馬拉松：199名跑者從洛杉磯出發，沿著當時還是碎石泥土路的66號公路，84天跑完約3,423英里（5,500公里）抵達紐約，只有55人完賽。20歲的切羅基族農家青年安迪·潘恩（Andy Payne）以573小時4分34秒奪冠，贏得2萬5,000美元獎金，並用它還清了家裡的農場貸款。",https://www.okhistory.org/publications/enc/entry?entry=BU006,deepseek,deepseek-v4-flash,496280,3,1,584,2b7e5e3ecc2599b618d7f4b47fcd5edd857fb586834b61057951f624bd3c8ac9,
13,2026-08-13 20:00,1,极简主义大留白,4,食物与饮食史,6,日文,2026-08/NO.0013_2026-08-13_S1-极简主义大留白_JA.png,国民食は、生まれたときから国民食ではない。（国民料理，并非生来就是国民料理。）,スイス国民食のチーズフォンデュは、じつは1930年代、チーズ余りに悩んだスイスチーズ連合（Schweizerische Käseunion）が「国民料理」と喧伝して売り出したもの。それまではフランス語圏の一部地域だけで食べられる郷土料理だった。（瑞士的国民料理奶酪火锅，其实是1930年代瑞士奶酪联盟为消化过剩奶酪而宣传推出的「国民料理」；此前它只是法语圈部分地区的地方菜。）,https://en.wikipedia.org/wiki/Fondue,deepseek,deepseek-v4-flash,496284,4,1,1012,c761c3980e8e9dadb4a59d503d4f089e5e679b460b7039a11563d5aad4e6a213,
14,2026-08-14 00:00,2,瑞士国际主义网格排版,8,音乐与声音,3,繁体中文（香港用语）,2026-08/NO.0014_2026-08-14_S2-瑞士国际主义网格_ZH-HK.png,最深嘅音，唔係入耳，而係入骨。,"美國大西洋城 Boardwalk Hall 嘅管風琴係全球最大嘅樂器，擁有 33,112 支音管；當中最深處藏住一支 64 呎長嘅開放式音管——全球僅得兩支。佢發出約 8 赫茲嘅低音，低過人耳聽覺下限（20 Hz）；呢個音與其話係聽到，不如話係感受到：你係用成個身體去「聽」嘅。",https://en.wikipedia.org/wiki/Boardwalk_Hall_Auditorium_Organ,deepseek,deepseek-v4-flash,496288,3,1,670,c9044cb6c2de58a85ac50a13d25421cb491b14e2db8d95fd77041c648e2e5133,
15,2026-08-14 04:00,4,赛博朋克霓虹,12,冷门历史事件,7,法文,2026-08/NO.0015_2026-08-14_S4-赛博朋克霓虹_FR.png,"La Révolution a su couper la tête d'un roi ; elle n'a pas su déplacer midi.
（革命砍得下国王的头，却挪不动正午。）","Pendant la Révolution française, un décret du 24 novembre 1793 divisa le jour en dix heures de cent minutes : à midi, les horloges de Paris indiquaient alors cinq heures. Ce « temps décimal » fut abandonné le 7 avril 1795.
（法国大革命期间，1793 年 11 月 24 日的一道法令把一天分成十小时、每小时一百分钟：正午时，巴黎的钟表指向“五时”。这套“十进制时间”于 1795 年 4 月 7 日被废止。）",https://fr.wikipedia.org/wiki/Temps_décimal_en_France,deepseek,deepseek-v4-flash,496292,5,1,788,7c2a7c32d34b6c0938622ed924710d1e27b5f847d45fd8b949b5615cf8efa364,
16,2026-08-14 08:00,8,新拟态柔和浮雕,16,气象与自然现象,4,粤语口语,2026-08/NO.0016_2026-08-14_S8-新拟态柔和浮雕_YUE.png,你以為雷暴淨係喺天上發脾氣？原來佢連你條氣都唔放過。,"2016年11月21號，墨爾本一場雷暴過後，超過8,500人湧去急症室，醫院收嘅哮喘病人比平時多咗成十倍。原來雷暴令黑麥草花粉吸水爆開，一粒花粉可以散出成700粒得0.6至2.5微米大嘅澱粉微粒，細到可以直入肺底，引發所謂「雷暴哮喘」——好多中招嘅人，以前根本冇哮喘。",https://en.wikipedia.org/wiki/Thunderstorm_asthma,deepseek,deepseek-v4-flash,496296,3,1,922,b96ec228af6d9e9973c06841ba54d21389c9fa480291761673adbf3f10530c33,
17,2026-08-14 11:11,7,玻璃拟态毛玻璃,16,气象与自然现象,4,粤语口语,2026-08/NO.0017_2026-08-14_S7-玻璃拟态毛玻璃_YUE.png,人人都話衝浪，原來地球上最大嘅浪喺天上——唔使落水，飛過去就衝到。,"澳洲北面卡奔塔利亞灣，每年春天都有種叫 Morning Glory 嘅捲軸雲，一條最長有 1,000 公里，離地得百幾米，俾人叫做「地球上最大嘅浪」。滑翔機機師會特登飛去衝呢條雲浪。",https://en.wikipedia.org/wiki/Morning_Glory_cloud,deepseek,deepseek-v4-flash,496296,2,1,528,f1d03f3d4e49733d02c4170f601d732f65b59b643535a4a595ea818e6c200d46,
18,2026-08-14 16:00,20,植物学图鉴插画,7,建筑与城市,5,英文,2026-08/NO.0018_2026-08-14_S20-植物学图鉴插画_EN.png,Charity that lasts five hundred years is no longer charity — it is architecture.,"Founded in 1521 by the merchant Jakob Fugger, the Fuggerei in Augsburg, Germany, is the world's oldest social housing complex still in use: its 67 houses still charge an annual rent of one Rhenish guilder (€0.88), unchanged for five centuries. In return, residents must be Catholic, say three daily prayers for the founder's family — and the gates are still locked every night at 10 PM.（德国奥格斯堡的富格社区由商人雅各布·富格于1521年创立，是全世界仍在使用的历史最悠久的社会福利住房：67栋房屋的年租金至今仍是1莱茵古尔登（约0.88欧元），五百年来从未变过；作为回报，住户须为创始人家族每天祈祷三次，而社区大门每晚10点依然准时落锁。）",https://en.wikipedia.org/wiki/Fuggerei,deepseek,deepseek-v4-flash,496304,6,1,1486,01d28d7c7143de62a0b5087bca973b6f0d69454562c1c0afbbd9640e20149eb9,
19,2026-08-14 20:01,42,3D 多层纸雕浮雕（多层纸片叠加，每层柔和投影形成真实深度，剪影式山峦或波纹层次）,11,化学与材料,2,繁体中文（台湾用语）,2026-08/NO.0019_2026-08-14_S42-3D多层纸雕浮雕_ZH-TW.png,名為「不穩定」的元素，卻在週期表上永遠佔著一格。,砹（At）是地殼中最稀有的天然元素，最穩定的同位素半衰期也只有 8.1 小時——所以從沒人見過固態的砹，肉眼可見的一團，會瞬間被自身放射的熱蒸發。它的名字來自希臘文 ástatos，意思正是「不穩定」。,https://en.wikipedia.org/wiki/Astatine,deepseek,deepseek-v4-flash,496308,4,1,878,897ff1ec91b0671b218390ead77d992c343b858b3ac85bcc4f6b1797f39b53c1,
20,2026-08-15 01:01,30,复古航海地图,15,心理学与认知,6,日文,2026-08/NO.0020_2026-08-15_S30-复古航海地图_JA.png,"耳で見て、目で聞く。
（用耳朵看，用眼睛听。）",『マガーク効果』——「ガ（ga）」と言っている唇の映像に「バ（ba）」の音声を重ねると、人は「ダ（da）」と聞こえる。矛盾に気づけないまま、脳が自動的に統合してしまう。（麦格克效应：画面上嘴唇在说“ga”，配上的声音却是“ba”，人听到的却是“da”。大脑会在人察觉之前自动整合矛盾的信息。）,https://en.wikipedia.org/wiki/McGurk_effect,deepseek,deepseek-v4-flash,496312,5,1,1389,46c49ce07498b9b252a6122d0c2412e05c3d9bd4f6d797f63d629e089c5ca67c,
21,2026-08-15 04:38,37,苏联构成主义海报,2,语言与文字,3,繁体中文（香港用语）,2026-08/NO.0021_2026-08-15_S37-苏联构成主义海报_ZH-HK.png,人一世物一世，與其坐喺度等，不如企起身行。,「企」本義係「舉踵」——踮起腳跟，東漢許慎《說文解字》寫明：「企，舉踵也。」你日日講嘅「企喺度」「企起身」，原來係用緊一個近兩千年歷史嘅古字。,https://pedia.cloud.edu.tw/Entry/Detail?title=企&search=企,deepseek,deepseek-v4-flash,496316,4,1,876,055c77d769ae10aa161684a1ff7edd16360739595b9d306732a0369f01a587c3,
22,2026-08-15 08:00,26,波普艺术 Pop Art,6,人体与生理,7,意大利文,2026-08/NO.0022_2026-08-15_S26-波普艺术PopA_IT.png,Persino il nostro corpo ha imparato a fare spazio al cuore.,"Il polmone sinistro è più piccolo del destro e ha due lobi invece di tre: il cuore, che batte a sinistra, occupa parte del suo spazio e lascia una tacca sul suo bordo, chiamata incisura cardiaca.（左肺比右肺小，只有两叶而非三叶：心脏在左侧跳动，占去它一部分空间，还在它边缘留下一道凹痕，名叫心切迹。）",https://teachmeanatomy.info/thorax/organs/lungs/,deepseek,deepseek-v4-flash,496320,7,1,1071,26900e46394d91e148c2cf40d501a64e613d48937db2860b9130c8521994d602,
23,2026-08-15 12:00,1,极简主义大留白,10,地理与地质,4,粤语口语,2026-08/NO.0023_2026-08-15_S1-极简主义大留白_YUE.png,粒石沉咗落去，個名浮咗出嚟——成個海珠區都係佢。,廣州珠江中間舊時有嚿白堊紀大石叫海珠石，蘇東坡都上去玩過。一九三一年當局炸石填江，成嚿石冚咗入地底；二〇〇〇年工人整下水道，先至意外掘返佢出嚟。而家海珠橋、海珠廣場、海珠路個名，全部都係由佢嚟。,https://zh.wikipedia.org/wiki/%E6%B5%B7%E7%8F%A0%E7%9F%B3,deepseek,deepseek-v4-flash,496324,3,1,315,067f80cd08c9fb03fe99297a35c5af97f7b5c78e3a7e1833b8064623c3453b21,
24,2026-08-15 16:00,25,老报纸头版,14,科技与发明史,1,简体中文,2026-08/NO.0024_2026-08-15_S25-老报纸头版_ZH.png,问题从不迟到，迟到的总是答案。,1810年，英国商人彼得·杜兰德（Peter Durand）取得金属罐头专利；整整48年后，美国康涅狄格州的埃兹拉·华纳（Ezra Warner）才发明第一把专用开罐器。在那之前，人们只能用锤子、凿子甚至刺刀硬撬罐头。,https://en.wikipedia.org/wiki/Can_opener,deepseek,deepseek-v4-flash,496328,3,2,1039,e679a0a1cac850039e69415d7c8371e94943f05349b3cb6d4b63127e8eb94c3e,
25,2026-08-15 20:00,16,新艺术运动曲线花卉,1,天文与宇宙,5,英文,2026-08/NO.0025_2026-08-15_S16-新艺术运动曲线花_EN.png,Nothing in the sky is finished — even the Moon is still becoming.（天空中没有什么是完工的——连月亮都还在成形之中。）,"The Moon is shrinking: as its interior cools, it has gotten about 150 feet (50 meters) “skinnier” over the last several hundred million years, and its brittle crust keeps breaking into “thrust faults” that still trigger moonquakes today — some as strong as magnitude 5 on the Richter scale.（月球正在收缩：随着内部冷却，过去数亿年间它已“瘦”了约 150 英尺（50 米）；它脆硬的外壳碎裂成“逆冲断层”，至今仍会引发月震——有些可达里氏 5 级左右。）",https://nasa.gov/press-release/goddard/2019/moonquakes,deepseek,deepseek-v4-flash,496332,3,1,851,cd10ea0a60c5d97c39bce1886cc07017f13ecacda52007bb74d3728027d4929a,
26,2026-08-16 00:00,29,北欧极简自然,5,数学与数字,2,繁体中文（台湾用语）,2026-08/NO.0026_2026-08-16_S29-北欧极简自然_ZH-TW.png,拆開是你，加起來也是你；真正的自己，怎麼算都算得回來。,把一個數的每一位數字都拿來「自己乘自己」——例如 3³、4⁴、5⁵——再把結果全部相加，居然能回到原數本身：3³＋4⁴＋3³＋5⁵＝27＋256＋27＋3125＝3435。這種數叫閔希豪森數（Munchausen number），十進位已知只有四個：0、1、3435、438579088。,https://en.wikipedia.org/wiki/Perfect_digit-to-digit_invariant,deepseek,deepseek-v4-flash,496336,6,1,705,dff8e5c6dfdc17b32dac634588431709e86b7837ac65119bffe22d4948059763,
27,2026-08-16 04:00,5,中国水墨写意留白,9,昆虫与植物,6,日文,2026-08/NO.0027_2026-08-16_S5-中国水墨写意留白_JA.png,雪を溶かすのは太陽だけじゃない。花は自分の熱で、自分の春を先取りする。,ザゼンソウ（座禅草）は早春、肉穂花序を約25℃まで自ら発熱させ、周囲の雪や氷を溶かして顔を出す。寒さで昆虫がまだ少ない時期、発熱と悪臭でハエ類を独占的に呼び寄せて受粉する。（座禅草在早春自行发热至约25℃，融化周围冰雪提前开花，独占早春为数不多的传粉昆虫。）,https://ja.wikipedia.org/wiki/ザゼンソウ,deepseek,deepseek-v4-flash,496340,6,1,1837,4ea783e8f54ffed1f719d6e65b9dae6cfb1b93e8d95b9bebf7270279e3f4e36e,
28,2026-08-16 08:00,17,粗野主义 Brutalist 网页,13,动物行为,3,繁体中文（香港用语）,2026-08/NO.0028_2026-08-16_S17-粗野主义Brut_ZH-HK.png,人類以為名字係我哋獨有嘅發明——原來喺非洲草原上，每一聲低頻呼喚，都藏住一個名字。,非洲草原象會為同伴起「名字」：佢哋用唔涉及模仿嘅低頻叫聲互相稱呼，一聽到有人叫自己個名，就會即刻回應。除咗人類，大象係已知唯一會用「任意名字」稱呼彼此嘅動物——海豚同鸚鵡都只係模仿對方把聲咋。,https://www.theguardian.com/science/article/2024/jun/10/elephant-names-study-ai,deepseek,deepseek-v4-flash,496344,4,1,944,071cc9110f8875131b56e23bd2eb86d450d672592e2ade7557e90afbb07bfd0f,
29,2026-08-16 12:00,18,复古 CRT 终端绿字,17,体育与游戏,7,德文,2026-08/NO.0029_2026-08-16_S18-复古CRT终端绿_DE.png,"Der Mensch spielt nur, wo er in voller Bedeutung des Wortes Mensch ist, und er ist nur da ganz Mensch, wo er spielt. — Friedrich Schiller
（中文：只有当人充分是人的时候，他才游戏；只有当人游戏的时候，他才完全是人。——弗里德里希·席勒）","»Mensch ärgere Dich nicht« zeichnete Josef Friedrich Schmidt 1907 für seine drei lärmenden Söhne auf eine Hutschachtel. Als 1914 der Erste Weltkrieg begann, schenkte er den Lazaretten 3.000 Spiele; die Soldaten spielten begeistert und empfahlen es weiter – bis 1920 waren eine Million Exemplare verkauft.
（中文：「别生气！」桌游是约瑟夫·弗里德里希·施密特 1907 年为三个吵闹的儿子画在帽盒盖上的。1914 年一战爆发，他把 3000 套游戏送给战地医院；士兵们玩得入迷、口口相传，到 1920 年已卖出 100 万套。）",https://de.wikipedia.org/wiki/Mensch_%C3%A4rgere_Dich_nicht,deepseek,deepseek-v4-flash,496348,2,1,674,995ef8e8dcaa6ceea02f89d56c00de9aa760372680c3b707683a4a9427586063,
30,2026-08-16 16:00,43,3D 线框透视网格（retro wireframe，地平线网格向远处收缩，发光线框几何体，深空背景）,4,食物与饮食史,4,粤语口语,2026-08/NO.0030_2026-08-16_S43-3D线框透视网格_YUE.png,冇番茄，咪用蕉；冇得揀，先至有得諗。,菲律賓人食嘅「茄汁」好多時一粒番茄都冇：二戰期間番茄短缺，食物科學家 Maria Orosa 用香蕉、糖、醋同香料整咗隻代替品，仲染紅扮番茄。佢1945年2月喺馬尼拉戰役期間畀彈片擊中身亡。,https://www.nps.gov/articles/000/maria-ylagan-orosa.htm,deepseek,deepseek-v4-flash,496352,1,1,712,d11d6a7e20dc1b92b93189deb22287196cf997742dbbe6720b594bca0bb0ff74,
31,2026-08-16 20:00,41,3D 黏土渲染 Claymorphism（圆润膨胀的黏土块，柔和内外阴影，马卡龙色）,8,音乐与声音,1,简体中文,2026-08/NO.0031_2026-08-16_S41-3D黏土渲染Cl_ZH.png,他以为自己在画声波的形状，其实是在给一百五十年后写信。,现存最早的可辨认人声录音，比爱迪生留声机早了17年：1860年，法国发明家斯科特·德·马丁维尔用他1857年发明的「声波自动记录仪」（phonautograph）录下童谣《月光下》。这台机器用一根猪鬃把声音画成烟熏纸上的波纹，根本无法回放——直到2008年科学家用光学扫描还原，人们才第一次「听见」这支歌。,https://en.wikipedia.org/wiki/Phonautograph,deepseek,deepseek-v4-flash,496356,5,1,1004,0abccad683f6103fb59a52825353ef176528c6c71eb41d82394656d89855d4c6,
32,2026-08-17 00:00,38,3D 等距立体插画（isometric，45 度轴测，方块与阶梯堆叠，明确的顶面/左面/右面三色明暗）,12,冷门历史事件,5,英文,2026-08/NO.0032_2026-08-17_S38-3D等距立体插画_EN.png,"Two thousand men died in that war, and all anyone remembers is the bucket.","After crushing Bologna at the Battle of Zappolino in 1325 — a clash that cost about 2,000 lives — Modena's soldiers marched home carrying a wooden bucket snatched from a well outside the city gates. That bucket, still on display in Modena's town hall today, gave the whole conflict its name: the War of the Oaken Bucket. (1325年，摩德纳在扎波利诺战役中击败博洛尼亚——约两千人丧生——得胜的士兵们扛着一只从城门外的井边抢来的木桶凯旋。这只木桶至今仍陈列在摩德纳市政厅，并让整场冲突得名「橡木桶战争」。)",https://en.wikipedia.org/wiki/Battle_of_Zappolino,deepseek,deepseek-v4-flash,496360,3,1,1041,9ab1179a7f7c8240f31edd72b8c2c8fff14d08f44c71e815321923d655c49d29,
33,2026-08-17 04:00,22,旧车票电影票根,16,气象与自然现象,2,繁体中文（台湾用语）,2026-08/NO.0033_2026-08-17_S22-旧车票电影票根_ZH-TW.png,枯木不語，冰替它長出滿頭白髮；太陽一出，白髮便化作露水。,冬夜裡，闊葉樹的枯木會冒出一頭雪白的「髮冰」——細如髮絲、捲如棉花糖，氣溫略低於攝氏零度時出現，太陽一出便融化。2015年，德國與瑞士科學家證實：冰絲必須靠木頭裡的擬黑耳（Exidiopsis effusa）真菌才能成形；把真菌殺死，冰就只會結成硬殼。,https://bg.copernicus.org/articles/12/4261/2015/,deepseek,deepseek-v4-flash,496364,1,1,766,971cd99b2742a6b4f724e8cc724340c603dcd2f0675e8073c27e2ac10d149a14,
34,2026-08-17 10:08,10,手写手账笔记风,3,海洋生物,6,日文,2026-08/NO.0034_2026-08-17_S10-手写手账笔记风_JA.png,出られない檻でも、ふたりでいられるなら、そこはもう牢獄じゃない。家だ。,深海のガラス海綿「カイロウドウケツ（偕老同穴）」の中には、たいてい雌雄一対の小さなエビが棲みつく。2匹は幼生の頃に網目から入り込み、成長して外へ出られなくなると、そのまま生涯を共にする——昔の日本ではこの乾燥標本が結婚祝いに贈られ、「共に老いて同じ穴に葬られる」という夫婦の誓いの象徴とされた。（中文：深海玻璃海绵“偕老同穴”里通常住着一雌一雄一对小虾。它们幼时钻进网眼，长大后便再也出不去，从此共度一生；旧时日本以干燥标本作结婚贺礼，象征“共老同穴”的夫妻盟誓。）,https://ja.wikipedia.org/wiki/カイロウドウケツ,deepseek,deepseek-v4-flash,496368,6,1,1532,6c61266417530570d66dff798a80873af7637df0ae8a5db372818174a6fa8f15,
35,2026-08-17 13:21,35,黑胶唱片封套,7,建筑与城市,3,繁体中文（香港用语）,2026-08/NO.0035_2026-08-17_S35-黑胶唱片封套_ZH-HK.png,樹有多長，樓就有多闊。城市最初的尺度，由一棵杉木寫成。,香港早期唐樓闊度只有約 4.5 米，並非出於設計偏好，而是受制於建材：樓板與橫樑多用中國杉木，木樑能跨多遠，樓宇就有多闊。整條街又窄又長的樓身，由一棵樹的長度決定。,https://cityunseen.hk/where-did-all-the-first-generation-tong-lau-go/?lang=zh-hant,deepseek,deepseek-v4-flash,496372,2,1,972,c73e9ccdbce8a667cb81d15a3e10780bdeaffede9b4ca9e808a45c4bed36561f,
